ID,Invoice_Value,Taxable_Amount,GST_Amount,SGST,CGST,IGST,Supply,Reverse_Charge,Eway_Bill_Flag,Supplier_Turnover,Buyer_Turnover,HighRisk_Flag,Fraudulent_Label
37,0,0,7056.957863,-0.379930389,-0.448584266,0.006121183,-0.443009077,-0.014565387,-0.841772302,0.001426694,0.003284768,0,1
38,0,1.084971557,107.2220713,-0.376099556,-0.527254515,-0.007216959,-0.438423116,-0.014157138,0.674139873,0.001414888,0.0034836,0.957917032,1
39,0,0,5684.841836,-0.378761905,-0.497799814,-0.007254197,-0.377628672,-0.014819092,-0.767484414,0.001434177,0.003448276,0,1
40,0,1.015041534,2065.737954,-0.416477256,-0.487248981,-0.00812385,-0.37242376,-0.014561714,0.788788533,0.001224648,0.00319341,0,1
41,0,107.5426279,4620.013788,-2.009917585,-1.962478125,-0.007315665,-0.401242678,-0.015272088,-0.806876972,0.001365366,0.003403551,0,1
42,0,1.094445334,3305.410308,-0.387704041,-0.498205616,-0.006865965,-0.367698219,-0.014774109,-0.728557574,0.001448817,0.00365434,0,1
43,0,2.178512656,1243.525845,-0.376325386,-0.436219449,-0.007327522,-0.378766934,-0.015252463,-0.757863611,0.001311777,0.00365189,0,1
44,2.066745902,822.8184047,244.6131544,-0.970168057,-0.751427647,-0.007249156,-0.391201156,-0.01643136,1.236721828,0.001340398,0.003135157,0,1
45,2.128166852,0,43.81496156,-0.428846993,-0.450136276,-0.007802059,-0.427174856,-0.014626224,-0.756316202,0.001272541,-0.004525277,0,1
46,0,245.1381963,55.62387574,0.263762661,0.770421333,-0.008178486,-0.427527941,-0.015140318,0.375101232,0.001420462,0.003627106,0,1
47,0.958474245,0,165.9173471,-0.358209017,-0.481627599,-0.00678859,-0.397669835,-0.014830681,-0.84066528,0.001346224,0.003310874,0,1
48,0,442.2729075,4313.654665,0.706804522,-1.866836003,0.005835835,-0.43722411,-0.014604927,-0.758198788,0.001218048,0.00367803,0,1
49,0,1.079111051,91.76343364,-0.396370675,-0.496138426,-0.007904272,-0.431908044,-0.016380522,-0.832280438,0.001391414,-0.004807877,0,1
50,0,0,207.0970466,-0.414968658,-0.435102984,-0.00713717,-0.394331637,-0.01428135,0.232994341,0.001474525,-0.005214719,0,1
51,0.910146578,0,4288.240732,-0.354949636,-0.501463435,-0.007577663,-0.417121943,0.003870937,-0.716890356,0.001248122,0.003472098,0,1
52,0,869.779735,5113.974773,-0.709081327,-0.544636757,-0.007781534,-0.40974667,-0.01670267,-0.840310335,0.001311512,0.003459543,0,1
53,0,107.0392134,3822.177373,0.664706676,0.752738392,-0.00715173,-0.417174882,-0.016053745,-0.717203142,0.00145,0.003219352,0,1
54,0,129.1864006,821.116234,0.001335851,-1.137062432,-0.007192752,-0.387770088,-0.015228997,0.83629535,0.001382709,0.003498266,0,1
55,0,1078.767435,2366.985299,-1.934975282,-1.717598576,0.006135164,-0.383794705,-0.016381869,-0.809587746,0.001466799,0.003673071,0,1
56,0,553.0943255,11.07779595,0.668702478,0.659125538,-0.007359873,-0.407611088,-0.016299374,-0.763944169,0.001355757,0.003562021,0,1
57,0,1173.956213,660.5846749,-0.202119649,-0.136716133,-0.0070022,-0.443696542,-0.016753654,-0.810592397,0.00127754,0.003462309,0,1
58,0,139.6188924,3490.945149,0.674019191,0.645548432,-0.007823215,-0.369793026,-0.01458073,-0.81434004,0.001391014,0.003559926,0,1
59,0,0,521.8968585,-0.359117531,-0.437325467,-0.00809926,-0.371874341,-0.016470423,0.454870697,0.00142213,-0.004579442,0,1
60,2.101108062,100.6666376,109.2669291,-2.039573782,-1.925501632,0.005754556,-0.413291298,-0.014981972,-0.839012199,0.001406707,0.003253893,0,1
61,0,0,2787.610898,-0.401997921,-0.465772996,-0.007261474,-0.43893439,-0.016779749,-0.762004418,0.001470532,0.003065839,0,1
62,12.52404896,1047.099961,2074.70982,-0.404946777,-0.437350324,0.00619319,-0.300180552,-0.015987591,-0.421830155,0.001305103,-0.005318668,0,1
63,0,241.604849,2456.096123,0.623121352,0.740908836,-0.006855679,-0.394118617,-0.015625947,-0.77302896,0.001260847,0.003119093,0,1
64,0,0,4749.794253,-0.363744386,-0.437670173,-0.008122403,-0.413361994,-0.014558018,-0.748047276,0.001465201,0.003657168,0,1
65,0,0,3501.989442,-0.404942964,-0.456796885,-0.007334484,-0.374982701,-0.014795029,-0.738768877,0.001468418,-0.004903107,0,1
66,0,136.137774,833.9395295,-0.356969613,-0.520284257,0.006082904,-0.407089871,-0.016214359,-0.749005214,0.001384379,0.003209472,0,1
67,0.939008579,0,57.59392697,-0.412789826,-0.524493178,0.005865239,-0.407227444,-0.015208265,-0.767912196,0.001410252,-0.004841155,0,1
68,2.178780082,1.81513376,3953.869851,-0.365275282,-0.451309421,0.00588857,-0.445044851,-0.016850492,-0.699996241,0.001358658,-0.005094835,0,1
69,0,187.5875446,2318.282595,0.642397721,0.667014855,-0.008167405,-0.444311311,-0.016179323,-0.761711039,0.001249896,0.003172047,0,1
70,0,0,1018.070852,-0.414094663,-0.454058218,-0.008117765,-0.41436214,-0.016552617,0.682500361,0.001242289,0.003228391,0,1
71,2.063558565,72.69355545,3.158196331,0.735509258,0.674011675,-0.006917144,-0.436982411,-0.016400284,-0.735013985,0.00128248,0.003418843,0,1
72,0,24.4995931,995.7571151,0.730497842,0.644657991,-0.007782915,-0.436293131,-0.015059348,0.212176966,0.001403734,0.003162995,0.950584231,1
73,0,86.03163648,2297.355429,0.688816312,0.658699271,-0.007924771,-0.382229808,-0.015515368,-0.724027729,0.001274696,0.003353573,0,1
74,0,25.03727192,1485.243588,-2.08526977,-1.796101928,0.005586796,-0.400402395,-0.015610397,-0.805473136,0.001247824,0.003362371,0,1
75,0,353.9578193,2261.337866,-2.059485255,-1.938587041,-0.007835857,-0.446509115,-0.015614233,0.627105742,0.001438201,0.00366876,0.979389873,1
76,0,0,181.4616257,-0.423327273,-0.515541141,-0.007635054,-0.442417825,-0.015846032,-0.841944385,0.001480471,-0.004501356,0,1
77,0,0,4394.056592,-0.378408786,-0.450907412,0.005669168,-0.391438303,-0.01554219,-0.729103569,0.001305333,0.003569981,0,1
78,0,0,1596.524263,-0.380694588,-0.505472014,-0.008071729,-0.423443508,-0.015433342,0.243916952,0.001420603,-0.004835307,0,1
79,0,0,172.2971366,-0.39131533,-0.479375651,-0.007801052,-0.372677544,-0.01676144,0.97125414,0.001370339,0.003568953,0,1
80,0,864.5198363,4597.847223,-1.829713818,-1.590455333,-0.007122413,-0.425476843,-0.014141574,0.747341736,0.00133565,0.003260026,0,1
81,0,0,7839.004703,-0.415764975,-0.508808337,-0.008138613,-0.440360014,-0.015661606,-0.765531541,0.001239615,0.003664868,0,1
82,0,80.1919333,1984.201482,0.621708562,0.681292426,-0.007735619,-0.422086478,-0.015328036,-0.839735402,0.001437802,0.003413,0,1
83,0,1563.989472,1689.672322,-1.033889661,-0.781840859,-0.007248393,0.37778772,-0.014521988,0.354638337,0.001410393,0.003279749,0,1
84,0,675.4473601,2341.386563,-1.957635253,-1.80134187,0.005940263,-0.380961001,-0.016105326,-0.834801187,0.001303048,0.003514259,0,1
85,0,0,115.6673432,-0.358040851,-0.456880017,0.005612958,-0.423628393,-0.01534587,-0.802745143,0.001303643,0.003062864,0,1
86,0,0,657.158607,-0.406817808,-0.482233,-0.007956399,-0.416476356,-0.015546962,1.021429897,0.001422708,0.003564577,0,1
87,0,0,3192.961833,-0.367702824,-0.466353927,-0.00747767,-0.384271981,-0.014310796,-0.70623022,0.00135047,0.003718898,0,1
88,0.954864209,364.0383842,249.6846756,0.247304739,0.279002317,-0.006984497,-0.388093102,-0.017108656,0.40290766,0.001261274,0.003351439,1.086156275,1
89,0,74.51739891,4149.180905,-2.009885016,-1.777284097,0.00578853,-0.42998221,-0.016692445,-0.700195865,0.001425523,0.003643637,0,1
90,0,0,5532.720718,-0.3806805,-0.462349252,-0.007821176,-0.446535169,-0.015123619,-0.713984764,0.001350275,0.003714008,0,1
91,0,56.63098858,1907.658409,0.669315296,0.640166988,-0.007869648,-0.384932499,-0.015584545,-0.714316143,0.001262182,0.003392682,0,1
92,0,1.030281259,481.4210977,-0.362204233,-0.526800354,-0.008037849,-0.377622908,-0.015386385,-0.848059162,0.001316747,0.003188016,0,1
93,1.954207095,0.921233897,28.16109239,-0.404044993,-0.507797452,-0.007214481,-0.404370547,-0.01443847,-0.838207369,0.001451661,0.003084773,0,1
94,0,219.598044,30.8811782,0.318324198,-0.031736538,-0.007235735,-0.387866602,-0.01639332,-0.724329542,0.00144754,0.003544271,0,1
95,0,52.05802081,1392.828291,0.732738869,0.6618574,-0.008198981,-0.424076875,-0.015476882,-0.748591624,0.001278295,0.003164685,0,1
96,0,0,124.6786819,-0.380264252,-0.519392495,-0.008162822,-0.391978031,-0.016368643,0.635816769,0.001234896,0.003664053,0,1
97,0,0,496.4327671,-0.4129926,-0.476841433,-0.007164289,-0.369435717,-0.016902686,-0.78447149,0.001218304,0.003523255,0,1
98,0,521.1697655,1905.72425,-1.09000453,-1.417697846,-0.007368034,-0.382437024,-0.015672302,1.128616798,0.00138086,0.003358627,0,1
99,0,53.59196395,1597.82692,0.651267113,0.718553762,-0.008164337,-0.423752393,-0.015442045,-0.831842159,0.001390917,0.003374906,0,1
100,0,42.19258331,2041.888723,0.63622263,0.734719024,-0.006841572,-0.3739219,-0.015914195,-0.735937633,0.001359988,0.003596648,0,1
101,2.116661114,97.5263242,4614.703027,0.727903593,0.641026976,-0.006810535,-0.421912645,-0.015011452,-0.805645633,0.001435337,0.003590729,0,1
102,0,0,1028.075373,-0.392427173,-0.44596211,0.005599809,-0.428246885,-0.014950622,-0.697855472,0.001468957,0.003335109,0,1
103,0,100.5156738,321.7190156,-1.127392552,-1.048463251,-0.006830565,-0.386838495,-0.015260391,-0.711203586,0.001482938,0.003564957,0,1
104,2.098898669,0,10.78107773,-0.376450909,-0.490277812,0.00588552,-0.446279372,-0.014205241,-0.734351117,0.001361527,-0.005301925,0,1
105,0,99.09874377,994.0350769,-0.720084474,-0.600871934,-0.006867399,0.098929687,-0.016625483,-0.733906361,0.001263855,0.003570899,0,1
106,0,0,4546.606199,-0.396281149,-0.482707748,0.006530412,-0.372742214,-0.015376995,-0.84957351,0.001397466,-0.004864253,0,1
107,2.10344248,0,81.56742353,-0.384198536,-0.471260424,-0.007230646,-0.420407156,-0.016826085,-0.799827311,0.00121948,0.003483554,0,1
108,0,144.1320019,2601.073212,0.627320419,-1.974118047,-0.0075071,-0.429616333,-0.015830166,-0.709942637,0.001458786,0.003170637,0,1
109,0,225.2444782,2691.522865,-1.198288939,-1.716810291,-0.008095087,-0.395969776,-0.015636932,-0.765325406,0.001258418,0.003083749,0,1
110,0,428.1663183,2302.629166,-1.127447556,-1.926228699,-0.007962646,-0.410178992,-0.016165484,-0.841459584,0.001412838,0.003442954,0,1
111,0,0,2270.784278,-0.375914888,-0.499454588,0.005617224,-0.394665547,-0.014871662,-0.838513064,0.001342986,-0.004613001,0,1
112,0,6.206109954,700.7669904,-0.377955877,-0.49473953,0.006727355,-0.36989633,-0.015132767,-0.782814651,0.001467888,0.003337894,0,1
113,0,1.041402488,131.0151392,-0.405004124,-0.470253434,-0.007524341,-0.416249073,-0.014453772,-0.828345366,0.00144855,0.003091184,0,1
114,0,0,2985.662387,-0.407297682,-0.462851177,-0.007446661,-0.376412441,-0.016938045,-0.713242397,0.001421156,-0.0045544,0,1
115,0,125.4285243,3372.93857,-0.672129176,-0.52845139,-0.006938088,-0.371308553,-0.015410886,1.381983705,0.001271241,0.003648604,0,1
116,2.175774956,19.09024466,13.85338087,-0.377528166,-0.459904887,-0.007964446,-0.377813488,-0.016922774,-0.730163139,0.001441261,0.003717301,0,1
117,0,105.6156703,1047.461658,0.692310387,0.755564989,-0.006792512,-0.42966815,-0.016386862,0.702454914,0.001445085,0.003210154,0,1
118,0,1.068864449,3991.412753,-0.409306975,-0.498217315,-0.008095464,-0.433021599,-0.015624831,-0.804625139,0.001298867,0.003082103,0,1
119,0,800.9825542,4110.883749,0.24768301,0.274990285,-0.00718491,-0.37363807,-0.014731556,1.480041479,0.001318718,0.003115034,0,1
120,0,1596.347085,3660.37334,-0.412597437,-0.452602849,0.006407968,-0.442016892,-0.014705181,-0.776170151,0.001292166,0.003511042,0,1
121,1.048219289,891.6278376,2665.20998,-0.710032331,-1.198904714,-0.007286456,-0.419050278,-0.014679782,-0.805981302,0.001474884,0.003279653,0,1
122,0,0.966009346,1383.284619,-0.373925689,-0.492846022,-0.007961522,-0.428898664,-0.016307039,-0.832801184,0.001344905,0.003456175,0,1
123,0,231.6760943,1191.768814,0.715126745,0.655326227,-0.006895025,-0.411132489,-0.016832886,-0.760134599,0.001468385,0.003168377,0,1
124,0,0.996466526,1462.646103,-0.40731641,-0.456971303,-0.007326936,-0.392360005,-0.016543209,0.445487183,0.001382657,0.00357541,0,1
125,0,114.4301539,1109.559841,-1.990170491,-2.010895213,0.005703178,-0.43490268,-0.01587626,-0.766805159,0.00144887,0.003191142,0,1
126,0,45.33422301,5776.234306,0.692768482,0.679937576,-0.008170414,-0.388702042,-0.014269407,-0.832279265,0.001440056,0.003494702,0,1
127,0,0,6073.800254,-0.382480042,-0.516758052,-0.007543466,-0.418766032,-0.014487615,-0.780498034,0.001430499,0.003684863,0,1
128,0,14.32475249,139.9767362,0.686261844,0.635516274,-0.007058936,-0.402437418,-0.015881277,-0.818899886,0.001415625,0.003717106,0,1
129,0,346.4899516,702.2369654,0.665874482,0.659868163,-0.007005483,-0.437364242,-0.015727556,-0.819657061,0.001268969,0.003539273,0,1
130,0,171.953277,1409.949371,-1.173772255,-0.943469258,-0.006950157,-0.429399473,-0.014298829,-0.802973558,0.001368988,0.003592839,0,1
131,0,30.39155663,1083.380838,-0.389930243,-0.500661769,0.005854501,-0.382553964,-0.014819507,-0.850171033,0.001238577,0.003071946,0,1
132,0,1374.90534,4533.680357,-2.20673012,-1.994811409,0.006317183,-0.389590077,-0.016081014,-0.708046776,0.001268383,0.003410403,0,1
133,6.478650495,173.8348308,1381.482287,0.209560952,0.759304499,-0.00693493,-0.374565033,-0.0166038,-0.825969423,0.001298412,0.003638281,0,1
134,0,1852.783866,527.6304043,-0.697077928,0.061098789,-0.006802814,-0.437493228,-0.016628132,-0.732272316,0.001292534,0.003355858,0,1
135,0,0,4594.571775,-0.398885361,-0.448003009,-0.007500561,-0.403396436,-0.016747806,-0.781664543,0.001465081,0.003333762,0,1
136,0,1.042307913,4922.657942,-0.361927668,-0.515938408,-0.007404042,-0.367925567,-0.014603222,-0.828800331,0.001398863,0.003468246,0,1
137,0,0,2694.016258,-0.353457808,-0.44795831,-0.006940167,-0.369948949,-0.014733928,0.620725669,0.001456209,-0.00533415,0,1
138,2.021909487,715.0014759,763.2322369,0.001480233,-0.139564886,-0.007466705,-0.424862979,-0.016250487,0.885534165,0.001375061,0.003308597,0,1
139,0,49.40436253,1948.657832,-2.071021914,-1.92087228,0.006187673,-0.38553213,-0.014454774,-0.715212818,0.001321787,0.003489955,0,1
140,0,109.4088373,1788.930575,0.661900192,0.689412326,-0.007531552,-0.426138018,-0.017132557,-0.71171744,0.001263797,0.003529603,0,1
141,0,1.093134117,3566.975796,-0.425862214,-0.492090076,0.005977219,-0.415464451,-0.014583869,-0.749853091,0.001454277,0.003068781,0,1
142,0,154.9930969,6846.839756,0.721336994,0.755591957,-0.007383952,0.394633356,-0.014220464,0.883383357,0.001365467,0.003686748,0,1
143,0,159.4183686,1322.698363,-0.399180882,-0.447176165,0.005796672,-0.44768154,-0.015714948,-0.784171989,0.001443079,0.003497973,0,1
144,0,10.95232138,1424.401269,-0.399356733,-0.451507145,-0.007088053,-0.382341448,-0.016765736,-0.759037687,0.001243421,0.003127945,0,1
145,0,36.55263918,36.33918816,-0.377640926,-0.526661541,0.006029215,-0.369999907,-0.014622711,-0.759058976,0.001231448,0.003632818,0,1
146,0,602.3553485,3110.297758,0.417245099,0.534356515,-0.007237739,-0.438231837,-0.016834776,-0.786591434,0.001375318,0.003624886,0,1
147,0,127.2221001,4664.710902,-0.425114652,-0.518793381,0.006396888,-0.408030363,-0.015547515,-0.845141361,0.001314096,0.003642033,0,1
148,0,0,5584.445705,-0.426210597,-0.460072078,0.00582874,-0.445718275,-0.015953725,-0.807136401,0.001309105,0.003379641,0,1
149,1.860446123,712.4623092,500.3839937,-1.041761952,-1.537375494,-0.007522022,-0.376042178,-0.014286918,-0.818400509,0.001447472,0.003625677,0,1
150,0,319.0710108,2757.217699,-0.700078796,-1.853481539,0.006133967,-0.442555268,-0.015500908,-0.069041341,0.001308098,-0.007996897,0,1
151,0,124.2694188,1444.549271,0.70732415,0.690158528,-0.007298345,-0.374436552,-0.01514684,-0.752361412,0.001395164,0.003211693,0,1
152,0,314.5375658,1338.394912,0.182820544,-1.680622555,0.005946755,-0.374871824,-0.016697337,-0.734066637,0.001302415,0.003719892,0,1
153,0,0,90.27026623,-0.393502864,-0.46501307,0.006265869,-0.405840928,-0.016191078,-0.784563949,0.001356884,0.003337536,0,1
154,0,31.44999321,416.2748373,0.642279975,0.649486231,-0.007174162,-0.374322252,-0.014276941,0.215706153,0.001358198,0.00364772,0,1
155,0,2319.831532,3571.520313,-1.49236246,-1.221797609,-0.007416053,-0.440444023,-0.017089947,0.434729546,0.001433182,0.003726728,0,1
156,0,1.037240242,87.4015782,-0.385895561,-0.440683148,-0.007850015,-0.398011253,-0.016624856,-0.703760898,0.00133278,-0.005031479,0,1
157,0,0,559.6779831,-0.396406904,-0.506095566,0.006175791,-0.37947569,-0.016457499,-0.834043568,0.001240222,-0.004942531,0,1
158,0,0,781.3856784,-0.419221149,-0.469744435,-0.007962379,-0.437406357,-0.016984113,-0.82576777,0.001432442,0.003580832,0,1
159,0,1546.217849,21.32125336,-1.359750955,-0.572155908,-0.008098289,-0.23608811,-0.016119568,0.738438515,0.001309999,0.003274543,0,1
160,0,0,1312.937663,-0.369937795,-0.486891335,0.006181805,-0.392298722,-0.017119281,-0.724874738,0.001405464,0.003495176,0,1
161,0,0.991580382,35.92011027,-0.402434387,-0.471726225,-0.00815744,-0.394101433,-0.016940039,-0.753969877,0.001467738,0.00309985,0,1
162,0,367.7526409,3497.129692,-1.226468015,-1.967828805,0.005569428,-0.43818478,-0.014465124,-0.741031493,0.001267595,0.003542668,0,1
163,0,141.7307266,116.9369606,-1.463580865,-0.944017615,-0.007306636,-0.422286695,-0.016494333,0.83525492,0.001251052,0.00365494,0,1
164,0,621.3832314,2658.278929,0.738615458,0.667158316,-0.006862827,-0.368241739,-0.014547276,-0.720181535,0.00130273,0.003481972,0,1
165,0,283.3364378,2387.371446,-0.379914859,-0.509018552,0.006640503,-0.42000832,-0.016950753,-0.737509661,0.001309288,0.003341582,0,1
166,0,0,3417.485414,-0.403535372,-0.478250303,0.005773951,-0.417102135,-0.015595397,-0.790246225,0.001367694,0.003589111,0,1
167,0,293.9103099,1575.724215,0.082877539,0.645101452,-0.007934816,-0.387899483,-0.015224523,-0.684076836,0.001226743,0.003709569,0,1
168,0,369.3761607,4531.4484,-0.409006258,-0.503914317,0.006208721,-0.36724081,-0.015527686,-0.83868943,0.00141596,0.003075291,0,1
169,0,34.95617632,1847.261078,0.720802151,0.654566123,-0.007112761,-0.420525185,-0.015120858,-0.748285495,0.001242339,0.003507301,0,1
170,0,530.1264521,2376.267838,-1.933510181,-2.013532099,-0.007389827,-0.380305923,-0.016568603,0.924304073,0.001306214,0.003583389,0,1
171,0,85.31316526,4045.791577,0.736856181,0.723708705,-0.007771785,-0.413963625,-0.014857608,-0.788482505,0.001390103,0.00363491,0,1
172,0,76.01381056,1530.433923,-0.402268573,-0.455949161,0.00573533,-0.431656287,-0.01601014,-0.774299781,0.00134426,0.003592799,0,1
173,0,0,1344.4725,-0.421200912,-0.492682021,-0.007893152,-0.431356897,-0.016662087,-0.782718221,0.001236926,0.003154812,0,1
174,0,156.3697112,5200.095839,0.663666252,-0.533112586,-0.007348715,-0.445940941,-0.014348821,-0.817742965,0.001288409,0.003286574,0,1
175,0,1967.954119,4719.304797,0.720930383,0.057763695,-0.007088212,-0.409666981,-0.015831,-0.710178199,0.00146452,0.003203532,0,1
176,0,101.154366,4402.697763,0.73787209,-0.605401536,-0.00754218,-0.390209111,-0.016304319,-0.737736652,0.001264041,0.00331806,0,1
177,2.1556835,133.3401858,76.03861648,0.692463007,0.693289202,-0.007252389,-0.387041153,-0.014520138,-0.733502751,0.001430291,0.003378529,0,1
178,0,0.90367994,1950.885456,-0.407989011,-0.506250547,-0.007859559,-0.396022116,-0.015204792,-0.743479726,0.001236059,0.003242736,0,1
179,0.97594028,0,3758.514034,-0.408473124,-0.434545376,-0.007722288,-0.448553636,-0.016143313,0.244683427,0.001377481,-0.005309433,0,1
180,0,0,1690.40331,-0.358683805,-0.496912487,0.005981366,-0.368475216,-0.015617246,-0.805165018,0.001256645,0.003441081,0,1
181,0,1.059049972,5373.175283,-0.428665708,-0.441553533,-0.007238163,-0.288016823,-0.015584156,0.285808054,0.001402493,0.003532216,0,1
182,2.122019491,0,75.49720546,-0.376620525,-0.512288379,-0.007667674,-0.405605095,-0.015301784,-0.785597912,0.001378005,0.003502065,0,1
183,0,643.9868994,2467.569679,-1.837318523,-1.876100353,-0.007368307,-0.403059993,-0.014984761,-0.701100078,0.001284569,0.00369941,0,1
184,0,0,75.38229908,-0.416693878,-0.497809023,-0.008014015,-0.404361386,-0.015859183,-0.800752629,0.001371531,-0.004919767,0,1
185,0,203.1211688,3336.078584,-0.365920487,-0.51648372,0.006162218,-0.447106562,-0.014114289,-0.781070633,0.001423162,0.003255174,0,1
186,0,389.6292587,2814.708886,-1.350775702,-0.601607862,-0.007048877,-0.407702443,-0.01601106,0.287046509,0.001235064,0.003133051,0,1
187,0,569.8073745,2392.985373,-1.887414863,-1.791264626,0.00620658,-0.440007939,-0.015001937,-0.851451931,0.001298153,0.003147362,0,1
188,0,128.8022508,4452.143642,0.001419894,0.062871061,-0.006727337,-0.426702747,-0.014796115,-0.808534407,0.001345224,0.003534405,0,1
189,0,332.6049088,1460.307066,-1.834553406,-1.806273161,-0.007035231,0.176921892,-0.015563653,1.250451395,0.001336507,0.003318011,0,1
190,0,129.5253537,4814.287633,-2.183532354,-1.844524352,0.005693634,-0.406451031,-0.014177217,-0.808090624,0.001340395,0.003610353,0,1
